Subject ID,Raters Group,Completed by,Rater Name,"Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly. _First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q2_Comments
",Fillout Date (mm/dd/yy)
PHYS_155ddef11442,Medical Staff,PHYS_667b8b73bd47,PHYS_680d47a0c36a,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,D/A,07/24/23 06:08 PM
PHYS_f24b5ac4ffcc,Medical Staff,PHYS_667b8b73bd47,PHYS_680d47a0c36a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 06:06 PM
PHYS_474fe7a78d1e,Medical Staff,PHYS_667b8b73bd47,PHYS_680d47a0c36a,,,,,,,,,,,D/A,07/24/23 06:06 PM
PHYS_a54560881f80,Hospital Staff,PHYS_639e94701c1f,PHYS_8910a6015cde,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,D/A,08/01/2023 13:32
PHYS_8577099393e3,Hospital Staff,PHYS_639e94701c1f,PHYS_8910a6015cde,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 13:32
PHYS_8b430a0c69bc,Hospital Staff,PHYS_639e94701c1f,PHYS_8910a6015cde,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 13:33
PHYS_8f940181e2b7,Hospital Staff,PHYS_639e94701c1f,PHYS_8910a6015cde,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 13:33
PHYS_ef6863b21a42,Faculty Self-Evaluation,PHYS_ef6863b21a42,PHYS_ef6863b21a42,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:37 AM
PHYS_12590e0e5875,Hospital Staff,PHYS_acc1df1ef824,PHYS_70e4eb4c4e78,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:41 AM
PHYS_eb066433ad96,Hospital Staff,PHYS_acc1df1ef824,PHYS_70e4eb4c4e78,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:43 AM
PHYS_99cce52880ad,Hospital Staff,PHYS_acc1df1ef824,PHYS_70e4eb4c4e78,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:43 AM
PHYS_dfc6899e9a0d,Hospital Staff,PHYS_acc1df1ef824,PHYS_70e4eb4c4e78,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:44 AM
PHYS_0d0e3dd63767,Hospital Staff,PHYS_acc1df1ef824,PHYS_70e4eb4c4e78,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,very respectful and professional doctor,06/15/23 09:12 AM
PHYS_1688b5a58eea,Hospital Staff,PHYS_acc1df1ef824,PHYS_70e4eb4c4e78,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:12 AM
PHYS_88588d0b818d,Hospital Staff,PHYS_acc1df1ef824,PHYS_70e4eb4c4e78,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,A true leader and mentor.  ,06/15/23 12:42 PM
PHYS_f0ddc75d7edf,Medical Staff,PHYS_43f951092fb2,PHYS_8ae5a6910e48,,,,,,,,,,,D/A,06/25/23 09:30 AM
PHYS_e5e9dae8fdb9,Medical Staff,PHYS_43f951092fb2,PHYS_8ae5a6910e48,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 07:21 AM
PHYS_24a62be3fc23,Medical Staff,PHYS_43f951092fb2,PHYS_8ae5a6910e48,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 07:21 AM
PHYS_4e77fb1f767d,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 09:31 AM
PHYS_e28930872332,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 09:32 AM
PHYS_37dfdb6f29eb,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 09:32 AM
PHYS_50ac2c9535c2,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,,,,,,,,,,,D/A,07/14/23 09:32 AM
PHYS_6df779828f7b,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 09:33 AM
PHYS_a776330d6a32,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:01 AM
PHYS_f5f4b850e183,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:02 AM
PHYS_16ccc93f11c4,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:02 AM
PHYS_1fb96d137a2b,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 07:12 AM
PHYS_40b714e94a50,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:04 AM
PHYS_d83d142152e6,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:04 AM
PHYS_51d276f5a8d3,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,D/A,07/14/23 10:04 AM
PHYS_9ef5aa4833cc,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:03 AM
PHYS_cea13f9cac15,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:03 AM
PHYS_4034a678d376,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:03 AM
PHYS_4aeacdb3a4a6,Medical Staff,PHYS_1d60fab9791b,PHYS_fb967f810094,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/14/23 10:02 AM
PHYS_3847a8e22a9f,Hospital Staff,PHYS_62efff529c05,PHYS_e6319050b687,Most of the time,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,D/A,06/15/23 08:24 AM
PHYS_d8b8b891ffc9,Hospital Staff,PHYS_62efff529c05,PHYS_e6319050b687,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/23/23 11:52 AM
PHYS_7f419d915c8d,Hospital Staff,PHYS_62efff529c05,PHYS_e6319050b687,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,D/A,06/23/23 11:54 AM
PHYS_58f39c63da09,Hospital Staff,PHYS_62efff529c05,PHYS_e6319050b687,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/23/23 11:55 AM
PHYS_86b3510033de,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,D/A,07/25/23 10:01 AM
PHYS_05378cdaf36f,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:15
PHYS_6ba27db1e944,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Most of the time,Always,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/25/23 10:02 AM
PHYS_581bbef004e2,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/25/23 10:03 AM
PHYS_7e91f7e56fd6,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:16
PHYS_7e84a74a69f8,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:17
PHYS_6867b72e31e4,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,,,,,,,,,,,D/A,07/25/23 10:03 AM
PHYS_8d8e97de6a84,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/25/23 10:04 AM
PHYS_ac5b921afe90,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,,,,,,,,,,,D/A,07/25/23 10:05 AM
PHYS_a7715e5b65f0,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,D/A,07/25/23 10:05 AM
PHYS_5f752ce1a40c,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Always,Most of the time,Always,Always,,Most of the time,Most of the time,D/A,08/08/2023 09:09
PHYS_5a42763cd787,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,D/A,07/10/2023 12:24
PHYS_27f3b0864aab,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,08/08/2023 09:10
PHYS_3d4ce6827916,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/10/2023 12:18
PHYS_437571541151,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,,,,,,,,,,,D/A,08/08/2023 09:11
PHYS_0c7fca4357ff,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Most of the time,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/10/2023 12:25
PHYS_ae524137e63d,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/10/2023 12:19
PHYS_e175501ebe36,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Most of the time,Most of the time,D/A,08/08/2023 09:12
PHYS_15da50ecd3b3,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,,,,,,,,,,,D/A,08/08/2023 09:12
PHYS_63c6c95d0a19,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,D/A,07/10/2023 12:21
PHYS_a94e0cb739e1,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Sometimes,Most of the time,D/A,07/25/23 10:08 AM
PHYS_2ea5bacd1678,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/10/2023 12:23
PHYS_e74ee551fa09,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,,Sometimes,Sometimes,D/A,07/25/23 10:06 AM
PHYS_4358aa6d482d,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,D/A,07/25/23 10:07 AM
PHYS_173bbc0bcea0,Hospital Staff,PHYS_e8329cdfa0d9,PHYS_23130c0ed3f5,Most of the time,Always,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/10/2023 12:20
PHYS_2a818d4619d8,Hospital Staff,PHYS_805d51b86f66,PHYS_201674772607,Most of the time,Never,Always,Most of the time,Never,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,08/01/2023 14:10
PHYS_f0b1ece20702,Hospital Staff,PHYS_805d51b86f66,PHYS_201674772607,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Most of the time,Most of the time,D/A,08/02/2023 01:13
PHYS_0e40d0aae510,Hospital Staff,PHYS_805d51b86f66,PHYS_201674772607,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/02/2023 01:13
PHYS_747c833974d5,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Sometimes,Most of the time,,Sometimes,Sometimes,Hardly ever,Most of the time,Most of the time,,Most of the time,I do not trust the system enough to keep my identity confidential to confidentiality make any comment,07/18/23 10:54 AM
PHYS_d7f2fcf5aab1,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,,,,,,,,,,,D/A,07/23/23 02:47 PM
PHYS_2cb7c4ef9c2d,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Always,Always,Most of the time,Always,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,D/A,07/23/23 02:47 PM
PHYS_68bd26c55254,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Sometimes,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/23/23 02:50 PM
PHYS_3046138e37d2,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 04:01 PM
PHYS_dbfb1f920bb7,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,,,,,,,,,,,D/A,07/23/23 02:51 PM
PHYS_c095cef8c27f,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,D/A,07/24/23 04:03 PM
PHYS_94bbf5d2e8eb,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Most of the time,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 04:06 PM
PHYS_1ebf0ed0a490,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,D/A,07/24/23 04:07 PM
PHYS_619b3b7381eb,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,D/A,07/24/23 04:09 PM
PHYS_71323b62398a,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Always,Always,Most of the time,Always,Always,Most of the time,Always,Always,Always,Always,D/A,07/24/23 08:55 PM
PHYS_3847a8e22a9f,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Most of the time,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,D/A,07/24/23 08:59 PM
PHYS_5d72b8a63454,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,,Most of the time,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/25/23 04:54 PM
PHYS_d8b8b891ffc9,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,"By far one of the most patient physician I&#x27;ve known, with the most appropriate (unexaggerated) emotional responses. He also never ceases to teach, leaving you learning something new at every encounter. A true asset to this program!",07/28/23 10:00 PM
PHYS_7f419d915c8d,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,,,,,,,,,,,D/A,07/23/23 02:52 PM
PHYS_56a6b961f2f5,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 09:01 PM
PHYS_7f033bc1f792,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Always,Most of the time,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,"Connects with residents at their level. 
Quite involved in teaching, especially in the OR.
",07/28/23 10:07 PM
PHYS_08e98486b3ce,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Always,Always,"Insists and gives an open door for involvement in patient care and decision making, the most so among the whole faculty.
Respectful.
Involved in teaching.

",07/28/23 10:12 PM
PHYS_f86cd3aa057e,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,"Highly involved in teaching in the OR, and also on the wards.",07/28/23 10:16 PM
PHYS_58f39c63da09,Medical Staff,PHYS_78acae529eac,PHYS_f00228952371,,,,,,,,,,,D/A,07/23/23 02:52 PM
PHYS_37bbf38d2487,Faculty Self-Evaluation,PHYS_37bbf38d2487,PHYS_37bbf38d2487,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/17/23 12:14 PM
PHYS_f0ddc75d7edf,Hospital Staff,PHYS_a2bd80e55399,PHYS_b964235e1fd7,,,,,,,,,,,I didn&#x27;t work with him before ,07/23/23 08:05 PM
PHYS_c3c94ba18c88,Hospital Staff,PHYS_a2bd80e55399,PHYS_b964235e1fd7,Sometimes,Never,Most of the time,,Hardly ever,Sometimes,Most of the time,Always,Sometimes,Sometimes,I have no concerns about his behavior as personal experience,07/23/23 08:10 PM
PHYS_81fe7e66b681,Hospital Staff,PHYS_a2bd80e55399,PHYS_b964235e1fd7,Most of the time,Never,Most of the time,Most of the time,Never,Always,Hardly ever,Always,Most of the time,Always,He is very respectful ,07/23/23 08:12 PM
PHYS_e5e9dae8fdb9,Hospital Staff,PHYS_a2bd80e55399,PHYS_b964235e1fd7,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,I have no bad incident or experience with him ,07/23/23 08:14 PM
PHYS_24a62be3fc23,Hospital Staff,PHYS_a2bd80e55399,PHYS_b964235e1fd7,Most of the time,Never,Most of the time,Sometimes,Never,Always,Always,Sometimes,Sometimes,Most of the time,He is very respectful with staff,07/23/23 08:18 PM
PHYS_baf99bfa461c,Faculty Self-Evaluation,PHYS_baf99bfa461c,PHYS_baf99bfa461c,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,06/15/23 07:54 AM
PHYS_4e77fb1f767d,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,,Most of the time,Most of the time,Never,Most of the time,Most of the time,Always,Always,Always,D/A,07/17/23 07:47 PM
PHYS_e28930872332,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Most of the time,Never,Most of the time,Most of the time,Never,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,D/A,07/17/23 07:48 PM
PHYS_37dfdb6f29eb,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,,Most of the time,Always,,Most of the time,Always,Always,Always,Always,D/A,07/17/23 07:49 PM
PHYS_6df779828f7b,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,Never,Always,Always,,Always,Always,Always,Always,Always,D/A,07/17/23 07:52 PM
PHYS_a776330d6a32,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,Never,Most of the time,Always,Never,Always,Always,Most of the time,Always,Always,D/A,07/17/23 07:54 PM
PHYS_f5f4b850e183,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Most of the time,,Always,Most of the time,,Most of the time,Always,Always,Always,Always,D/A,08/08/2023 19:52
PHYS_16ccc93f11c4,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,,Always,Always,,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,D/A,08/08/2023 19:54
PHYS_1fb96d137a2b,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,,Always,Always,Never,Always,Always,Always,Always,Always,D/A,08/08/2023 19:55
PHYS_40b714e94a50,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,Never,Always,Always,,Most of the time,Most of the time,Always,Always,Always,D/A,08/08/2023 19:56
PHYS_d83d142152e6,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,,Always,Always,Never,Always,Always,Always,Always,Always,D/A,08/08/2023 19:57
PHYS_9ef5aa4833cc,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,Never,Always,Always,Never,Always,Always,Always,Always,Always,D/A,08/08/2023 19:59
PHYS_51d276f5a8d3,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,,Most of the time,Always,Never,Most of the time,Always,Always,Always,Always,D/A,08/08/2023 19:58
PHYS_cea13f9cac15,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,Never,Most of the time,Most of the time,Never,Most of the time,Always,Always,Always,Always,D/A,08/08/2023 19:55
PHYS_4034a678d376,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,Never,Always,Always,Never,Most of the time,Always,Always,Most of the time,Always,D/A,08/08/2023 19:53
PHYS_4aeacdb3a4a6,Hospital Staff,PHYS_7f057c0879bf,PHYS_3d028389b89d,Always,,Always,Always,,Always,Always,Always,Always,Always,D/A,07/17/23 07:53 PM
PHYS_05378cdaf36f,Hospital Staff,PHYS_a6741aa49d9c,PHYS_ceeb3e3e1851,,,,,,,,,,,Dr nadim not making clinical rotation in rcu,06/15/23 09:23 PM
PHYS_7e84a74a69f8,Hospital Staff,PHYS_a6741aa49d9c,PHYS_ceeb3e3e1851,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:24 PM
PHYS_6867b72e31e4,Hospital Staff,PHYS_a6741aa49d9c,PHYS_ceeb3e3e1851,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:25 PM
PHYS_8d8e97de6a84,Hospital Staff,PHYS_a6741aa49d9c,PHYS_ceeb3e3e1851,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:26 PM
PHYS_ae524137e63d,Hospital Staff,PHYS_a6741aa49d9c,PHYS_ceeb3e3e1851,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:26 PM
PHYS_15da50ecd3b3,Hospital Staff,PHYS_a6741aa49d9c,PHYS_ceeb3e3e1851,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:27 PM
PHYS_2ea5bacd1678,Hospital Staff,PHYS_a6741aa49d9c,PHYS_ceeb3e3e1851,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 09:27 PM
PHYS_9886ce9b1b67,Medical Staff,PHYS_0dfbc59b5e55,PHYS_35e50296fae7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Dr Maalouf is very professional, rounds are always educational, gives parents time to express themselves and shows a lot of empathy always. He is a role model ",06/25/23 05:06 PM
PHYS_5f5a9e7bd1e2,Medical Staff,PHYS_0dfbc59b5e55,PHYS_35e50296fae7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 11:10
PHYS_2b39351adae2,Medical Staff,PHYS_0dfbc59b5e55,PHYS_35e50296fae7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 11:21
PHYS_90673957dd97,Medical Staff,PHYS_0dfbc59b5e55,PHYS_35e50296fae7,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,Always,Most of the time,Most of the time,None ,07/10/2023 11:10
PHYS_8bcc25eda286,Medical Staff,PHYS_0dfbc59b5e55,PHYS_35e50296fae7,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Most of the time,Sometimes,D/A,07/10/2023 11:20
PHYS_fa6a74aacd93,Medical Staff,PHYS_450a0d74fa42,PHYS_f535673116ed,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/16/23 03:18 PM
PHYS_b329c20113ca,Medical Staff,PHYS_450a0d74fa42,PHYS_f535673116ed,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/22/23 02:34 PM
PHYS_5f752ce1a40c,Medical Staff,PHYS_450a0d74fa42,PHYS_f535673116ed,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/23/23 07:43 AM
PHYS_5a42763cd787,Medical Staff,PHYS_450a0d74fa42,PHYS_f535673116ed,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/23/23 07:44 AM
PHYS_a94e0cb739e1,Medical Staff,PHYS_450a0d74fa42,PHYS_f535673116ed,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/23/23 07:44 AM
PHYS_55de23dce1a6,Medical Staff,PHYS_450a0d74fa42,PHYS_f535673116ed,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/23/23 07:45 AM
